,carat,cut,color,clarity,depth,table,price,x,y,z
1237,0.7,Ideal,F,VS2,60.8,56,2942,5.78,5.79,3.52
14919,1,Premium,G,VS1,60.6,59,6006,6.42,6.48,3.91
9246,1.01,Ideal,F,SI1,63,57,4559,6.39,6.34,4.01
1709,0.78,Ideal,F,SI1,61,55,3036,6,5.96,3.65
2488,0.8,Ideal,D,SI1,61.7,56,3195,5.96,6,3.69
10599,1,Ideal,G,SI1,62.7,56,4824,6.39,6.36,4
33202,0.4,Ideal,G,VS1,62.3,57,819,4.68,4.73,2.93
1321,0.56,Very Good,D,VVS1,60.1,58,2959,5.36,5.42,3.24
14485,1.08,Ideal,H,VS2,61.9,54,5850,6.64,6.61,4.1
41072,0.41,Premium,F,VVS2,60.1,58,1192,4.83,4.79,2.89
26622,1.71,Ideal,F,VS2,61.9,57,16384,7.73,7.62,4.75
27613,2.57,Premium,J,SI1,63,58,18485,8.77,8.65,5.49
21905,1.59,Premium,F,SI2,60.3,59,9972,7.6,7.55,4.57
1443,0.82,Very Good,E,SI2,63.3,56,2975,5.99,5.95,3.78
29283,0.25,Very Good,E,VS1,59.9,56,436,4.1,4.15,2.47
10478,0.93,Premium,G,VS1,62.1,59,4793,6.21,6.16,3.84
52248,0.7,Ideal,I,VVS2,61.6,56.5,2487,5.65,5.72,3.51
12340,1.02,Premium,G,SI1,58.9,59,5226,6.59,6.55,3.87
49277,0.54,Ideal,G,VVS2,61.4,55,2090,5.3,5.22,3.23
48159,0.59,Very Good,G,VS1,62.5,53,1942,5.46,5.35,3.38
50040,0.71,Very Good,I,VS1,63.3,58,2198,5.68,5.66,3.59
20410,1.34,Ideal,H,VS2,61.9,55,8771,7.05,7.08,4.37
38025,0.5,Very Good,E,SI2,58,63,1009,5.22,5.19,3.02
3942,0.7,Premium,D,VS1,61,59,3501,5.79,5.72,3.51
12043,0.4,Good,I,SI1,63.2,54,596,4.67,4.69,2.96
40713,0.53,Premium,H,SI1,61.2,60,1159,5.22,5.1,3.16
10264,1.01,Premium,E,SI2,59.5,59,4751,6.58,6.54,3.9
23258,1.51,Premium,H,VS1,61,60,11263,7.34,7.29,4.46
39618,0.37,Very Good,H,SI1,62.6,63,491,4.6,4.5,2.85
45956,0.54,Ideal,H,VVS1,61.2,57,1723,5.21,5.25,3.2
39050,0.41,Premium,E,VVS1,61.2,58,1057,4.74,4.8,2.92
52049,0.8,Very Good,G,SI2,63.1,59,2451,5.85,5.78,3.67
33265,0.3,Ideal,E,VVS1,62.4,55,826,4.32,4.34,2.7
28915,0.36,Ideal,E,VS2,61.7,57,684,4.55,4.59,2.82
39134,0.41,Premium,G,VS2,61.8,59,1061,4.76,4.72,2.93
35600,0.31,Ideal,H,VVS1,61.5,56,907,4.38,4.34,2.68
12151,1,Premium,E,SI1,61.1,60,5174,6.47,6.42,3.94
39744,0.47,Good,I,VVS1,61.8,62,1093,4.94,4.97,3.06
19694,0.3,Ideal,G,VS1,62.4,57,624,4.3,4.32,2.69
38781,0.31,Ideal,H,IF,60,57,1046,4.41,4.39,2.64
41678,0.5,Ideal,E,SI2,62.4,57,1240,5.07,5.03,3.15
19650,1.31,Very Good,H,VS2,60.4,58,8261,7.04,7.09,4.27
39524,0.51,Premium,I,SI1,62.7,59,1080,5.09,5.06,3.18
7446,0.92,Very Good,E,SI1,60.7,59,4232,6.25,6.28,3.8
39479,0.41,Ideal,E,VS1,61.7,55,1079,4.75,4.78,2.94
8433,0.9,Premium,D,SI1,61.4,62,4407,6.19,6.05,3.76
44277,0.52,Ideal,E,VS2,61.5,56,1576,5.18,5.2,3.19
25658,1.77,Very Good,D,SI1,59.2,61,14561,7.86,7.98,4.69
30543,0.31,Premium,E,VS1,61.9,58,734,4.31,4.32,2.67
35147,0.43,Ideal,J,IF,62.4,56,890,4.84,4.87,3.03
3179,0.91,Good,G,SI2,63.6,59,3340,6.11,6.15,3.9
21863,3.01,Premium,F,I1,62.2,56,9925,9.24,9.13,5.73
2764,0.8,Ideal,E,SI2,60.9,57,3251,6,6.03,3.66
14288,1.09,Very Good,G,VS2,59.9,56,5783,6.59,6.73,3.99
32046,0.31,Good,F,VS1,63.9,55,779,4.3,4.27,2.74
27468,2.08,Ideal,G,SI2,61.8,56,18124,8.22,8.18,5.07
50207,0.58,Ideal,F,VS1,61.9,56,2227,5.36,5.33,3.31
41107,0.35,Ideal,E,VVS1,62.1,57,1195,4.52,4.55,2.81
40404,0.54,Ideal,G,SI2,61.8,54,1133,5.23,5.25,3.24
33140,0.31,Premium,G,VVS1,62.1,59,816,4.34,4.39,2.71
18157,1.02,Ideal,G,VS1,61.5,55,7357,6.49,6.52,4
35554,0.35,Ideal,G,VS1,62.6,54,906,4.56,4.52,2.84
49885,0.7,Premium,G,SI2,61.1,60,2177,5.67,5.62,3.45
35920,0.43,Premium,H,SI1,61.5,58,919,4.86,4.8,2.97
23168,1.7,Good,G,SI1,58.2,64,11180,7.89,7.85,4.58
35975,0.42,Ideal,F,VS1,60.6,56,921,4.83,4.87,2.94
13391,0.38,Ideal,G,SI2,61.6,55,602,4.64,4.68,2.87
32608,0.31,Ideal,H,VVS2,61.5,56,802,4.37,4.35,2.68
12629,1,Premium,F,SI1,62.6,60,5292,6.32,6.3,3.95
10355,1.04,Premium,F,SI1,61.5,59,4770,6.53,6.47,4
22618,1.62,Premium,I,VS2,60.1,59,10669,7.63,7.6,4.58
15061,1.07,Ideal,F,SI1,62.3,53,6049,6.57,6.59,4.1
39262,0.38,Ideal,E,VS1,61.6,56,1069,4.66,4.62,2.86
5579,0.9,Very Good,E,SI1,63.6,57,3863,6.08,6.12,3.88
12918,1.28,Premium,H,SI2,60.2,60,5376,6.97,6.93,4.31
16550,1,Ideal,G,VS2,62.1,57,6612,6.42,6.37,3.97
9974,0.72,Ideal,E,VVS1,61.6,56,4702,5.75,5.77,3.55
31043,0.39,Ideal,I,VVS2,62,56,750,4.67,4.72,2.91
22691,0.36,Ideal,F,VS2,61.5,55,629,4.57,4.6,2.82
12943,1,Ideal,I,VS1,60.4,55,5385,6.49,6.52,3.93
8669,1.02,Premium,F,SI1,62.6,58,4455,6.42,6.36,4
6781,0.93,Very Good,E,SI2,62.5,58,4113,6.21,6.24,3.89
41607,0.3,Very Good,E,SI2,58.8,60,393,4.39,4.42,2.59
18675,1.61,Very Good,I,SI2,60.9,63,7636,7.5,7.54,4.58
3104,1.06,Ideal,G,SI2,61,56,3321,6.62,6.56,4.02
35723,0.3,Ideal,D,VS2,61.8,55,911,4.34,4.3,2.67
49858,0.6,Ideal,E,VS1,61,56,2171,5.44,5.47,3.33
3668,1.03,Ideal,F,I1,61.1,55,3444,6.51,6.54,3.99
7456,1,Premium,F,SI1,63,60,4234,6.34,6.24,3.97
31761,0.44,Premium,G,SI1,61,60,772,4.88,4.93,2.99
21119,1.5,Very Good,G,SI2,63.1,57,9282,7.29,7.25,4.59
34677,0.41,Good,D,VS2,63.8,55,873,4.7,4.73,3.01
19527,1.5,Good,I,SI1,62.9,60,8161,7.12,7.16,4.49
45664,0.59,Good,D,SI1,63.7,56,1694,5.32,5.35,3.4
52784,0.72,Very Good,E,SI1,62.9,54,2567,5.72,5.76,3.61
13190,1.18,Ideal,G,SI2,60.5,55,5452,6.9,6.85,4.16
31405,0.3,Ideal,G,VVS1,61.7,54,764,4.32,4.34,2.67
36377,0.37,Premium,D,VS1,61.9,58,941,4.56,4.62,2.84
13756,1.25,Premium,J,SI1,61.8,55,5607,6.91,6.82,4.24
52638,0.24,Very Good,F,VVS2,62.8,58,552,3.95,3.98,2.49
53332,0.79,Very Good,F,SI2,62.6,57,2655,5.84,5.86,3.66
28238,0.33,Very Good,F,VS2,62.4,57,666,4.39,4.43,2.75
29785,0.3,Premium,D,SI1,59.7,59,709,4.37,4.34,2.6
45001,0.57,Ideal,F,VS2,62.3,55,1637,5.3,5.36,3.32
37761,0.34,Very Good,F,IF,61.1,54,999,4.54,4.56,2.78
29333,0.31,Premium,H,VS1,62.6,60,698,4.32,4.3,2.7
8260,1,Very Good,H,SI2,62,57,4379,6.4,6.34,3.95
11997,1.13,Very Good,E,SI2,63.4,59,5147,6.53,6.59,4.16
2799,0.76,Very Good,E,SI1,60.4,58,3261,5.91,5.97,3.59
31781,0.42,Very Good,F,SI1,62.7,55,773,4.8,4.83,3.02
13934,1.2,Premium,H,SI1,61.8,58,5669,6.8,6.72,4.18
15806,1.07,Ideal,G,VS2,61.1,59,6324,6.62,6.57,4.03
8747,0.91,Good,G,VVS2,64.1,58,4464,6.1,6.06,3.9
50049,0.9,Very Good,E,I1,62.4,63,2200,6.13,6.01,3.79
991,0.77,Premium,E,SI1,60.9,58,2896,5.94,5.88,3.6
6262,1.01,Good,F,SI2,58.3,60,4011,6.64,6.66,3.88
37128,0.39,Very Good,F,VS1,62,56,971,4.72,4.64,2.9
24349,2.02,Good,F,SI2,57.1,60,12615,8.31,8.25,4.73
31478,0.34,Ideal,H,VS1,62.3,55,765,4.48,4.45,2.78
7530,1.01,Premium,H,SI2,59.9,59,4242,6.55,6.48,3.9
26280,2.02,Good,I,VS1,65.5,57,15765,7.88,7.96,5.19
32854,0.4,Good,G,VS2,63.8,59,807,4.64,4.57,2.94
23601,1.61,Very Good,H,VS2,59.4,58,11627,7.64,7.74,4.57
38069,0.3,Premium,F,IF,61.6,58,1013,4.35,4.32,2.67
5465,1,Good,J,VS2,62,61,3835,6.36,6.45,3.97
27352,2.01,Fair,G,VS2,67.5,55,17917,7.7,7.79,5.23
13747,1.21,Ideal,J,VS1,61.8,56.2,5604,6.78,6.86,4.2
25286,2.18,Premium,J,SI1,62.9,59,13938,8.25,8.21,5.18
24829,1.53,Very Good,G,VS2,58.9,59,13225,7.58,7.61,4.47
40755,0.4,Premium,F,VVS2,62.2,59,1163,4.7,4.65,2.91
43252,0.42,Premium,G,IF,60.2,59,1400,4.8,4.87,2.91
756,0.72,Ideal,E,SI1,62.3,57,2857,5.76,5.7,3.57
4845,0.75,Ideal,F,VVS2,61.9,54,3710,5.83,5.84,3.61
48778,0.51,Good,E,VVS1,58.6,65,2020,5.32,5.24,3.1
25483,1.5,Very Good,E,VS2,62.1,60,14256,7.27,7.31,4.53
8210,0.91,Very Good,H,VS1,62.1,59,4370,6.17,6.2,3.84
7749,0.61,Ideal,D,VVS1,62.1,56,4279,5.46,5.43,3.38
7023,1.36,Fair,J,SI2,67.8,55,4158,6.73,6.66,4.54
13882,1.31,Very Good,I,SI2,60.9,58,5652,7.03,7.07,4.29
10225,1,Premium,F,VS2,58.7,56,4743,6.46,6.42,3.78
13853,1,Good,D,VS2,63.6,56,5645,6.38,6.27,4.02
13477,1.15,Ideal,I,VS2,61.7,57,5534,6.72,6.74,4.15
26274,1.7,Ideal,G,VS2,62.9,55,15756,7.66,7.6,4.8
52518,0.77,Premium,G,SI1,62.6,58,2528,5.85,5.88,3.67
36730,0.32,Ideal,E,VVS1,61.7,56,954,4.4,4.42,2.72
52625,0.34,Very Good,F,SI1,60.9,60,551,4.52,4.55,2.76
25257,1.69,Ideal,H,VS1,61,57,13882,7.72,7.66,4.69
24974,1.51,Premium,F,VS2,62.2,60,13474,7.25,7.34,4.54
4394,0.31,Premium,D,SI1,61.4,58,571,4.34,4.39,2.68
36106,0.42,Very Good,F,SI1,63.4,56,926,4.78,4.75,3.02
28034,0.3,Ideal,E,VS2,61.7,55,658,4.3,4.32,2.66
39229,0.32,Ideal,D,VVS1,61.7,55,1067,4.41,4.44,2.73
26475,2.37,Ideal,J,VS2,62.2,57,16059,8.52,8.58,5.32
35015,0.4,Good,E,SI1,63.8,56,882,4.74,4.7,3.01
39421,0.41,Premium,F,VS1,60.8,58,1076,4.82,4.76,2.91
900,1,Fair,H,SI2,69.5,55,2875,6.17,6.1,4.26
23818,1.22,Ideal,F,VVS2,62.7,54,11880,6.79,6.84,4.27
24918,1.73,Premium,F,SI1,58,62,13365,7.95,7.91,4.6
11884,0.99,Very Good,F,SI1,62.5,58,5112,6.36,6.38,3.98
45152,0.5,Premium,F,VS2,61.8,58,1654,5.1,5.07,3.14
12045,0.4,Good,G,SI2,63.4,59,596,4.64,4.66,2.95
22066,1.3,Premium,F,VS2,60.4,59,10090,7.12,7.06,4.28
45840,0.56,Premium,F,SI2,60.2,58,1715,5.36,5.33,3.22
41016,0.51,Good,F,SI1,64,57,1186,5.01,5.06,3.22
21325,1.51,Premium,I,VS2,60.9,60,9471,7.46,7.33,4.5
47203,0.5,Premium,G,VVS2,61.6,60,1838,5.1,5.13,3.15
49054,0.7,Very Good,G,SI2,60.6,58,2057,5.72,5.77,3.48
1800,0.71,Ideal,E,VS2,60.9,56,3053,5.77,5.83,3.53
15579,1.06,Ideal,F,SI1,61.7,55.1,6249,6.56,6.58,4.06
10430,1.09,Very Good,H,SI1,61.8,58,4784,6.58,6.63,4.08
7120,1.01,Good,I,SI1,61.7,58,4171,6.33,6.4,3.93
14795,1.05,Very Good,D,SI1,59.3,59,5952,6.63,6.69,3.95
12662,1.26,Ideal,J,SI1,62,56,5301,6.9,6.93,4.29
52034,0.71,Very Good,I,VVS2,63.1,58,2450,5.71,5.64,3.58
46735,0.58,Ideal,F,VS2,60.6,55,1798,5.4,5.43,3.28
21637,1.63,Premium,I,SI1,61.7,58,9730,7.54,7.51,4.64
3865,0.9,Premium,G,SI2,62.4,55,3478,6.17,6.13,3.84
6141,0.93,Ideal,H,SI1,62.8,56,3988,6.19,6.27,3.91
51728,0.72,Ideal,E,SI2,61.3,55,2401,5.75,5.84,3.55
33204,0.35,Ideal,G,VVS2,61.8,55,820,4.53,4.56,2.81
46398,0.54,Ideal,E,VS2,62.4,56,1765,5.23,5.19,3.25
32858,0.4,Ideal,H,VS1,61.8,56,807,4.74,4.78,2.94
30017,0.42,Premium,G,SI1,62.7,59,717,4.72,4.75,2.97
8530,1,Good,G,SI1,64.3,58,4427,6.25,6.22,4.01
8829,1.02,Premium,E,SI2,62.9,56,4478,6.43,6.36,4.02
44699,0.6,Ideal,E,SI1,60.6,57,1613,5.43,5.47,3.3
33575,0.3,Very Good,F,VVS1,62.2,56,832,4.28,4.3,2.67
21057,0.31,Premium,F,VS2,61.8,59,625,4.31,4.33,2.67
32170,0.3,Premium,G,VS1,62.5,59,787,4.32,4.25,2.68
46556,0.51,Ideal,E,VS2,62.2,57,1781,5.11,5.08,3.17
12241,1.05,Ideal,H,SI1,61.1,56,5200,6.52,6.58,4
35726,0.3,Ideal,D,VS2,61.9,57,911,4.33,4.29,2.67
48612,0.51,Ideal,F,VVS2,62.2,55,1998,5.12,5.11,3.18
40070,0.43,Premium,G,VS2,62.3,58,1113,4.85,4.81,3.01
20230,1.5,Very Good,J,VS1,61.3,59,8662,7.36,7.41,4.53
33721,0.42,Premium,E,SI2,58.8,60,838,4.9,4.86,2.87
49187,0.51,Ideal,E,VS1,62.8,57,2075,5.1,5.07,3.2
20341,1.53,Premium,D,SI2,59.9,58,8739,7.54,7.41,4.48
11242,1.26,Fair,G,SI2,53.2,61,4966,7.44,7.36,3.94
50492,0.7,Premium,G,SI2,58.5,60,2268,5.85,5.81,3.41
38007,0.32,Ideal,G,VVS1,61.8,56,1008,4.41,4.39,2.72
31713,0.42,Ideal,I,VS1,61.5,55,771,4.83,4.86,2.98
38829,0.43,Ideal,E,VS2,61.9,56,1048,4.88,4.85,3.01
39586,0.37,Premium,E,VVS2,59.7,61,1082,4.71,4.67,2.8
2819,1,Good,J,VVS2,63.7,57,3265,6.34,6.31,4.03
7256,1.01,Good,F,SI2,64.3,59,4197,6.33,6.26,4.05
36989,0.41,Premium,E,VS1,60.7,59,964,4.77,4.79,2.9
25666,1.98,Ideal,I,SI1,61.5,55,14581,8.04,8.13,4.97
50178,0.71,Very Good,F,SI1,62.1,58,2221,5.64,5.72,3.53
21940,1.35,Premium,G,VS1,62.1,59,10012,7.06,7.02,4.37
32278,0.36,Ideal,F,VS1,60.1,57,789,4.62,4.67,2.79
1792,0.66,Very Good,G,IF,60.5,59,3051,5.69,5.74,3.46
6628,1.28,Good,H,SI2,56.8,62,4086,7.22,7.16,4.08
46014,0.53,Ideal,G,VS1,61.6,57,1727,5.24,5.21,3.22
41058,0.52,Very Good,E,SI2,62.6,58,1190,5.11,5.14,3.21
26179,2.06,Premium,I,SI1,61,58,15517,8.24,8.19,5.01
3799,0.71,Good,E,VS1,59.4,61,3464,5.8,5.89,3.47
41542,0.42,Premium,D,VS1,60.8,60,1235,4.87,4.84,2.95
28751,0.31,Premium,E,VS2,60.3,58,680,4.37,4.42,2.65
52419,0.74,Premium,E,SI2,58.8,60,2512,5.93,5.91,3.48
30960,0.32,Very Good,I,VS2,63,56,449,4.38,4.42,2.77
36102,0.4,Ideal,H,VS2,61.4,57,926,4.72,4.79,2.92
11235,1.08,Ideal,H,SI1,62.8,57,4964,6.55,6.51,4.1
22877,1.26,Ideal,G,VVS1,62.1,57,10916,7.01,6.91,4.32
36235,0.3,Ideal,D,VVS1,61.8,55,933,4.33,4.35,2.68
18594,1.15,Ideal,G,VS2,61.6,55,7587,6.74,6.76,4.16
40844,0.4,Very Good,G,IF,61.8,58,1173,4.69,4.73,2.91
38537,0.34,Ideal,D,VS2,60.6,57,1033,4.53,4.51,2.74
26800,1.51,Premium,E,VS1,62.7,58,16669,7.33,7.25,4.57
36592,0.5,Very Good,J,SI2,60.7,57,947,5.11,5.13,3.11
10596,1.07,Very Good,E,SI2,61.6,56,4824,6.54,6.6,4.05
14569,1.04,Ideal,F,SI1,61.3,56,5882,6.55,6.5,4
17224,1.22,Ideal,I,VS1,62.9,54,6887,6.83,6.79,4.29
6490,1.01,Good,G,SI2,63.7,59,4060,6.31,6.38,4.04
16083,1,Ideal,F,VS2,61.7,58,6424,6.37,6.43,3.95
46095,0.53,Ideal,F,VS1,61.6,55,1740,5.24,5.21,3.22
6054,0.32,Premium,I,VS2,61.1,57,576,4.42,4.39,2.69
9971,1,Good,H,SI1,63.7,60,4702,6.3,6.33,4.02
48682,0.53,Ideal,G,VVS1,60.8,56,2005,5.22,5.24,3.18
2932,0.71,Ideal,H,IF,61.1,56,3290,5.74,5.78,3.52
45085,0.5,Very Good,D,VS2,63.4,58,1646,5.04,5.06,3.2
25351,0.3,Good,F,SI1,57.2,62,641,4.45,4.39,2.53
16343,1,Ideal,H,VVS1,61.5,59,6535,6.37,6.41,3.93
6750,0.33,Ideal,H,VS1,61.5,56,579,4.44,4.47,2.74
19353,0.3,Ideal,E,VS2,62.2,57,622,4.26,4.32,2.67
45074,0.51,Ideal,D,VS2,60.5,56,1644,5.2,5.21,3.15
14416,1.05,Premium,G,VS2,61.9,59,5821,6.56,6.52,4.05
7313,1.07,Premium,I,SI2,59.7,59,4206,6.68,6.63,3.97
17710,0.32,Very Good,F,VS1,59.1,59,613,4.45,4.48,2.64
50427,0.56,Ideal,F,VVS2,62.2,54.3,2260,5.26,5.29,3.28
31418,0.3,Ideal,G,VVS1,61.9,54,764,4.33,4.36,2.69
20185,1.39,Premium,F,SI1,62.1,58,8631,7.16,7.1,4.43
14331,1,Ideal,D,SI1,61.9,57,5804,6.39,6.41,3.96
17429,1.2,Very Good,F,SI1,61.9,58,6985,6.75,6.82,4.2
27779,0.32,Ideal,H,VS2,63,57,648,4.38,4.35,2.75
40597,0.37,Ideal,J,SI1,60.5,57,497,4.63,4.66,2.81
21627,1.53,Premium,F,SI2,62.6,57,9716,7.37,7.33,4.6
8263,1.02,Premium,G,SI1,61.9,58,4381,6.47,6.42,3.99
41708,0.53,Premium,F,SI2,62.5,57,1242,5.17,5.11,3.21
4075,0.31,Ideal,D,SI1,62.4,56,571,4.33,4.35,2.71
43535,0.53,Ideal,H,VS2,61.6,55,1427,5.23,5.25,3.23
20897,1.23,Ideal,G,VS1,61.8,58,9116,6.85,6.9,4.25
47413,0.57,Ideal,G,VS1,62.1,56,1851,5.3,5.33,3.3
34047,0.46,Ideal,F,SI2,62.1,54.7,851,4.95,4.98,3.08
15964,1.22,Ideal,H,SI1,62.1,56,6388,6.87,6.81,4.25
53790,0.73,Ideal,D,SI2,61.8,56,2729,5.77,5.82,3.58
15744,1,Premium,F,VS2,62.9,59,6296,6.47,6.4,4.02
21241,1.51,Fair,H,SI1,65.4,59,9386,7.17,7.11,4.67
27033,0.32,Ideal,G,VS1,61.9,55,645,4.39,4.43,2.73
37903,0.41,Ideal,F,VS1,61.3,55,1007,4.79,4.83,2.95
51962,0.3,Ideal,G,VS2,61.6,57,545,4.3,4.33,2.66
25249,1.76,Premium,D,SI2,59.6,58,13867,7.9,7.86,4.7
17828,1.01,Very Good,G,VVS2,61.9,58,7188,6.38,6.44,3.97
44748,0.54,Good,D,SI1,64.1,55,1619,5.15,5.11,3.29
34493,0.32,Ideal,D,VVS2,61.3,55,867,4.4,4.44,2.71
47417,0.57,Ideal,E,VS2,61.9,57,1851,5.29,5.31,3.28
51038,0.75,Premium,H,SI1,60.2,59,2329,5.92,5.88,3.55
3831,1,Premium,H,SI2,61,60,3472,6.42,6.36,3.9
45879,0.59,Premium,G,VS2,62.6,56,1717,5.39,5.34,3.36
21302,1.54,Ideal,H,SI2,60.9,56.4,9452,7.43,7.45,4.53
9282,1.04,Fair,E,SI2,67.5,56,4566,6.28,6.22,4.22
12129,1.25,Premium,J,VS2,62,59,5170,6.87,6.9,4.27
35362,0.38,Premium,H,VS2,61.8,58,898,4.66,4.63,2.87
40447,0.4,Very Good,H,VVS1,62.3,55,1139,4.73,4.77,2.95
923,0.74,Very Good,D,SI1,63.9,57,2880,5.72,5.74,3.66
51282,0.73,Very Good,F,SI1,63.5,56,2360,5.68,5.72,3.62
14757,1.01,Premium,D,SI1,61.6,58,5939,6.47,6.42,3.97
46541,0.51,Ideal,E,VS2,61.4,57,1781,5.16,5.13,3.16
8861,0.97,Premium,F,SI1,62.7,59,4481,6.31,6.28,3.95
7770,0.81,Premium,D,VS1,62.3,58,4284,5.94,6,3.72
28332,0.33,Ideal,G,VS1,61.9,54,666,4.44,4.48,2.76
5081,0.91,Ideal,I,VS2,62.2,56,3751,6.22,6.18,3.86
20792,1.12,Ideal,F,VS1,62.1,54,9030,6.66,6.73,4.16
45042,0.54,Ideal,H,VVS2,61.6,56,1639,5.24,5.27,3.24
22072,1.07,Ideal,F,VVS2,60.3,55,10093,6.65,6.68,4.02
50877,0.7,Good,E,VS2,63.8,56,2314,5.58,5.61,3.57
39027,0.43,Very Good,G,VVS2,62.2,55,1056,4.81,4.84,3
33798,0.32,Ideal,G,VVS1,61.4,55,842,4.42,4.44,2.72
25827,1.51,Premium,E,VS2,62.2,59,14844,7.4,7.36,4.59
941,0.73,Ideal,E,SI1,61.4,56,2886,5.79,5.81,3.56
15689,1.04,Ideal,G,VS2,61.4,57,6290,6.53,6.5,4
3242,1.07,Good,F,I1,64.3,59,3354,6.37,6.42,4.11
52711,0.74,Premium,G,SI1,60.5,58,2553,5.93,5.88,3.57
40640,0.41,Premium,E,VS1,61.8,58,1153,4.75,4.73,2.93
4319,0.9,Good,E,SI2,64.1,58,3595,6.04,6.09,3.89
1027,0.79,Very Good,F,SI1,63,54,2904,5.91,5.94,3.73
11548,1,Very Good,F,SI1,63.8,56,5030,6.25,6.29,4
9291,1,Good,H,VS2,62.7,54,4569,6.26,6.31,3.94
34506,0.4,Very Good,G,VS1,61.5,58,868,4.72,4.74,2.91
33127,0.31,Good,G,VVS1,63.5,57,816,4.3,4.33,2.74
42428,0.51,Ideal,H,VS2,61.2,53,1312,5.22,5.18,3.18
21909,1.76,Ideal,H,SI1,62.2,56,9974,7.73,7.7,4.8
41713,0.56,Ideal,D,SI2,61.3,56,1243,5.3,5.33,3.26
48952,0.57,Premium,D,VS2,61.9,58,2047,5.35,5.32,3.3
17884,1.36,Ideal,I,SI1,62,56,7218,7.08,7.11,4.4
6625,0.64,Ideal,D,VVS1,61.8,54,4084,5.54,5.56,3.43
45147,0.5,Premium,F,VS2,61.3,60,1654,5.13,5.08,3.13
19192,1.65,Very Good,J,SI1,61.5,58,7943,7.49,7.62,4.65
27385,0.41,Very Good,J,VS1,61.3,59,647,4.74,4.78,2.92
15052,0.3,Ideal,G,VS1,59.9,56,605,4.37,4.41,2.63
39499,0.41,Premium,E,VS1,60.1,58,1079,4.81,4.84,2.9
9207,1.26,Fair,I,SI2,64.8,57,4551,6.73,6.69,4.35
9772,1.11,Ideal,H,SI2,62,54,4662,6.64,6.61,4.11
43731,0.51,Very Good,G,VS2,62.9,58,1438,5.06,5.11,3.2
21943,1.51,Ideal,H,SI1,61.3,56,10012,7.44,7.4,4.55
21131,1.73,Very Good,I,SI2,62,58,9292,7.6,7.69,4.74
21862,1.59,Very Good,I,SI1,62.4,56,9925,7.46,7.48,4.66
4645,0.9,Good,G,SI1,63.7,60,3669,6.11,6.07,3.88
37230,0.4,Ideal,E,VS2,62.9,55,975,4.74,4.73,2.98
50911,0.56,Ideal,G,VVS1,62,56,2318,5.3,5.28,3.28
46727,0.5,Good,D,VS1,64.3,54,1795,5.02,5.06,3.24
46638,0.3,Good,E,SI1,63.7,58,526,4.24,4.27,2.71
29884,0.3,Ideal,D,VS2,62.2,54,710,4.28,4.31,2.67
19708,0.28,Good,E,VS2,63.7,60,625,4.23,4.18,2.68
36863,0.42,Ideal,E,VS2,62.4,55,958,4.79,4.8,2.99
15288,1.21,Ideal,H,VS2,63,57,6134,6.73,6.7,4.23
14368,1.09,Ideal,F,SI1,62,56,5816,6.56,6.61,4.08
31187,0.32,Ideal,D,SI1,62,57,756,4.4,4.37,2.72
43686,0.5,Very Good,D,SI1,58.8,60,1436,5.17,5.23,3.06
19640,1.3,Premium,F,SI1,61.1,53,8256,7.17,7.04,4.34
1607,0.75,Ideal,H,SI1,61.9,55,3011,5.82,5.85,3.61
3821,0.73,Ideal,E,VS2,61.7,57,3470,5.75,5.78,3.55
7991,1.16,Premium,I,SI2,62.1,58,4326,6.78,6.71,4.19
31019,0.41,Good,F,VS2,59.7,63,749,4.8,4.85,2.88
40406,0.54,Ideal,G,SI2,62.3,58,1133,5.17,5.2,3.23
40618,0.26,Very Good,F,VS2,61.4,56,499,4.09,4.12,2.53
32285,0.31,Ideal,J,VVS2,62.2,54,453,4.36,4.39,2.72
12011,1.13,Ideal,I,SI1,61.9,57,5149,6.68,6.66,4.13
11702,0.34,Premium,G,VS2,61.3,58,596,4.51,4.53,2.77
18959,1.19,Premium,G,VS1,61.2,55,7797,6.86,6.81,4.18
17417,1.5,Premium,H,SI2,61.2,61,6979,7.34,7.27,4.47
8646,1.06,Premium,F,SI2,62.4,58,4452,6.54,6.5,4.07
45323,0.3,Very Good,F,VS2,63,55,524,4.28,4.29,2.7
16615,1.52,Premium,I,SI1,58.8,61,6639,7.5,7.46,4.4
31571,0.39,Very Good,J,VVS1,57.8,59,767,4.85,4.9,2.82
47668,0.37,Ideal,G,SI1,61.1,56,531,4.64,4.66,2.84
20941,1.51,Very Good,F,SI1,62,57,9150,7.3,7.38,4.55
34911,0.34,Very Good,G,VS1,63.1,57,880,4.45,4.4,2.79
35109,0.3,Ideal,F,IF,62.1,57,886,4.27,4.3,2.66
45954,0.56,Premium,D,SI1,60.8,60,1723,5.29,5.31,3.22
49240,0.58,Good,F,VS1,62.2,62,2084,5.37,5.44,3.36
1522,0.72,Ideal,H,VS1,61.4,56,2998,5.79,5.81,3.56
2445,0.96,Premium,J,SI1,62.9,59,3187,6.3,6.22,3.94
35178,0.31,Ideal,G,IF,61.8,55,891,4.35,4.39,2.7
10400,0.31,Very Good,G,SI1,63.2,54,593,4.33,4.31,2.73
15625,1.01,Very Good,D,SI1,61.4,59,6270,6.37,6.43,3.93
18063,1.14,Very Good,F,VS2,58.3,60,7293,6.87,6.91,4.02
