,carat,cut,color,clarity,depth,table,price,x,y,z,set
6614,0.9,Premium,H,VS2,61.8,58,4082,6.17,6.12,3.8,1
6619,0.9,Premium,H,VS2,60.7,58,4082,6.21,6.17,3.76,1
6620,1.35,Premium,J,SI1,62.1,54,4082,7.15,7.09,4.42,1
6621,1.1,Very Good,I,SI2,62.8,57,4083,6.56,6.63,4.14,1
6622,1.12,Premium,G,SI2,61.2,58,4084,6.67,6.69,4.09,1
6623,1.04,Very Good,G,SI2,60.3,62,4084,6.5,6.56,3.94,1
6624,1.02,Very Good,I,SI2,62.6,56,4084,6.41,6.44,4.02,1
6626,1.1,Good,G,SI2,64.2,56,4084,6.55,6.51,4.19,1
6627,1.11,Very Good,J,SI1,63.3,61,4084,6.56,6.49,4.13,1
6629,0.8,Ideal,E,VS1,62.1,56,4086,5.92,5.97,3.69,1
6632,0.81,Ideal,D,VS2,62.1,56,4087,6.01,5.98,3.72,1
6634,1,Premium,H,SI2,58.6,59,4088,6.57,6.5,3.83,1
6636,1,Premium,H,SI2,63,61,4088,6.35,6.31,3.99,1
6637,1,Very Good,I,SI1,63.2,56,4088,6.37,6.31,4.01,1
6639,1.01,Premium,E,SI2,60.8,58,4089,6.49,6.46,3.94,1
6640,0.85,Ideal,E,SI1,63,56,4089,6,6.04,3.79,1
6642,1.09,Premium,I,SI1,62,58,4090,6.6,6.56,4.08,1
6643,1.09,Premium,I,VS2,59,61,4090,6.78,6.75,3.98,1
6646,1.06,Ideal,I,SI2,61.3,56,4092,6.55,6.59,4.03,1
6647,0.79,Ideal,I,VVS2,61.7,56,4092,5.94,5.95,3.67,1
6649,0.9,Very Good,E,SI1,63.1,61,4092,6.18,6.14,3.89,1
6650,0.9,Premium,E,SI1,59.8,58,4092,6.26,6.21,3.73,1
6651,0.9,Ideal,E,SI1,63,56,4092,6.15,6.1,3.86,1
6652,0.9,Premium,E,SI1,62.7,62,4092,6.22,6.1,3.85,1
6653,0.9,Very Good,E,SI1,63.1,60,4092,6.18,6.14,3.89,1
6654,0.9,Good,G,VS2,63.6,59,4093,6.04,6.1,3.86,1
6655,0.9,Very Good,G,VS2,59.6,61,4093,6.2,6.25,3.71,1
6656,1.02,Good,H,SI1,57.1,61,4093,6.57,6.66,3.78,1
6658,1.13,Premium,J,SI2,59.7,59,4093,6.85,6.76,4.06,1
6659,1.08,Ideal,J,VS2,62.3,56,4093,6.6,6.53,4.09,1
6660,0.72,Ideal,E,VVS2,62,54.9,4094,5.75,5.78,3.57,1
6661,1,Premium,G,SI2,62.7,59,4095,6.3,6.36,3.97,1
6663,1.03,Good,F,SI2,57.7,63,4095,6.68,6.64,3.84,1
6664,1.03,Ideal,E,SI2,62,55,4095,6.46,6.44,4,1
6667,0.92,Premium,D,SI2,62.4,58,4096,6.19,6.18,3.86,1
6668,0.92,Premium,D,SI2,62.4,60,4096,6.25,6.21,3.89,1
6669,1.5,Premium,F,I1,62.6,57,4096,7.33,7.21,4.55,1
6672,0.94,Premium,E,SI2,62.4,58,4098,6.26,6.33,3.93,1
6673,1.08,Premium,J,SI1,61,60,4098,6.57,6.62,4.02,1
6674,1.23,Ideal,H,I1,61.8,56,4098,6.91,6.85,4.25,1
6675,0.9,Very Good,I,VVS1,61.3,59,4099,6.17,6.2,3.79,1
6676,1.01,Ideal,J,SI2,61.9,55.3,4099,6.43,6.5,4.01,1
6677,0.9,Very Good,F,SI1,62.8,59,4099,6.1,6.16,3.85,1
6679,1.2,Ideal,J,VS2,61.6,54,4099,6.88,6.82,4.22,1
6680,1.03,Very Good,H,SI2,60.9,57,4101,6.5,6.58,3.98,1
6681,1.11,Ideal,J,SI2,62.6,54,4101,6.61,6.64,4.15,1
6683,0.9,Ideal,H,SI2,61.8,56,4101,6.17,6.2,3.82,1
6684,0.9,Ideal,H,SI2,61.9,55,4101,6.21,6.19,3.84,1
6685,1.03,Good,F,SI2,61.7,63,4101,6.46,6.51,4,1
6686,0.97,Ideal,G,SI2,62.7,57,4101,6.31,6.28,3.95,1
6687,0.97,Premium,G,SI2,61.3,57,4101,6.37,6.32,3.89,1
6688,1.11,Very Good,E,SI2,61.6,61,4102,6.61,6.66,4.09,1
6689,1.11,Very Good,E,SI2,61.7,63,4102,6.54,6.65,4.07,1
6690,1.2,Very Good,J,SI2,61.8,56,4102,6.81,6.85,4.22,1
6691,0.31,Premium,G,SI2,60.3,59,408,4.35,4.37,2.63,1
6693,0.31,Premium,I,SI1,62.3,59,408,4.29,4.32,2.68,1
6694,0.31,Premium,G,SI2,61.3,58,408,4.37,4.4,2.69,1
6695,0.31,Ideal,G,SI2,61.7,56,408,4.34,4.38,2.69,1
6696,0.31,Good,I,SI1,63.3,53,408,4.3,4.32,2.73,1
6697,0.31,Ideal,G,SI2,60.5,57,408,4.36,4.4,2.65,1
6698,0.31,Good,I,SI1,63.8,55,408,4.31,4.34,2.76,1
6699,0.31,Good,G,SI2,63.3,54,408,4.29,4.34,2.73,1
6702,0.25,Very Good,E,VS2,59.7,61,409,4.08,4.1,2.44,1
6703,0.3,Premium,H,SI2,60.2,62,410,4.37,4.34,2.62,1
6704,0.25,Very Good,D,VS1,62.1,60,410,4.03,4.05,2.51,1
6706,0.3,Ideal,J,VS1,62,57,411,4.28,4.3,2.66,1
6710,0.27,Ideal,I,VVS2,62,54.5,412,4.15,4.19,2.58,1
6711,0.31,Good,J,VS1,61.9,61,412,4.29,4.34,2.67,1
6712,0.27,Very Good,E,VS1,60.6,59,413,4.19,4.22,2.55,1
6714,0.3,Very Good,G,SI1,60.1,58,413,4.31,4.34,2.6,1
6715,0.3,Very Good,D,SI2,62.3,58,413,4.26,4.28,2.66,1
6716,0.3,Ideal,J,VVS2,62,54,413,4.3,4.34,2.68,1
6717,0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72,1
6718,0.34,Ideal,J,VS1,61.9,55,413,4.5,4.54,2.8,1
6720,0.3,Ideal,D,SI2,61.1,58,413,4.31,4.33,2.64,1
6721,0.23,Very Good,D,VS2,60.2,57,577,4.02,4.07,2.43,1
6722,0.3,Ideal,H,VVS2,61,55,577,4.33,4.34,2.65,1
6723,0.31,Ideal,G,VS2,62.1,55,577,4.35,4.38,2.71,1
6724,0.27,Ideal,F,VS2,60.9,57,577,4.17,4.2,2.55,1
6725,0.27,Ideal,F,VS2,60.3,56,577,4.24,4.27,2.56,1
6726,0.27,Ideal,E,VS2,61,55,577,4.18,4.2,2.56,1
6727,0.27,Ideal,F,VS1,61.7,57,577,4.15,4.18,2.57,1
6728,0.27,Ideal,E,VS1,60.5,56,577,4.21,4.22,2.55,1
6729,0.25,Ideal,H,VVS1,62.5,56,577,4.06,4.03,2.53,1
6730,0.25,Premium,H,VVS1,59.8,59,577,4.09,4.07,2.44,1
6731,0.25,Premium,H,VVS1,60.1,62,577,4.11,4.08,2.46,1
6732,0.25,Premium,H,VVS1,62.7,60,577,4.03,3.98,2.51,1
6733,0.33,Premium,F,VS2,60,60,577,4.45,4.49,2.68,1
6735,0.31,Very Good,H,VVS2,61.2,55,578,4.41,4.44,2.7,1
6736,0.26,Ideal,I,VS1,61.6,54,578,4.08,4.12,2.53,1
6737,0.3,Very Good,E,VS1,61.5,57,578,4.28,4.31,2.64,1
6738,0.4,Very Good,F,SI2,62.6,53,579,4.7,4.75,2.96,1
6739,0.4,Very Good,F,SI2,62.1,57,579,4.7,4.74,2.93,1
6741,0.31,Fair,E,SI1,56.9,66,579,4.53,4.47,2.56,1
6742,0.33,Premium,E,SI1,60.4,59,579,4.43,4.47,2.69,1
6743,0.33,Ideal,G,VS2,62.2,56,579,4.43,4.44,2.76,1
6744,0.33,Very Good,G,VS2,60.6,61,579,4.46,4.49,2.71,1
6745,0.33,Good,E,SI1,63.4,55,579,4.37,4.4,2.78,1
6748,0.33,Very Good,E,SI1,60.3,60,579,4.47,4.49,2.7,1
6752,1.01,Fair,G,SI1,66.9,56,4102,6.15,6.22,4.14,1
6753,1.09,Premium,E,SI2,60.1,62,4102,6.72,6.6,4,1
6754,1.02,Premium,H,SI1,61.8,56,4102,6.47,6.42,3.98,1
6755,0.9,Ideal,F,SI1,62.3,56,4103,6.17,6.13,3.83,1
6756,0.9,Premium,F,SI1,62.6,60,4103,6.11,6.06,3.81,1
6757,1.06,Ideal,I,SI2,61.9,59,4103,6.47,6.52,4.02,1
6759,0.91,Very Good,G,VS2,64,56.6,4105,6.09,6.15,3.92,1
6760,1.07,Premium,J,SI2,62.4,58,4105,6.54,6.47,4.06,1
6762,0.9,Premium,E,SI1,61.1,58,4106,6.22,6.26,3.81,1
6763,1.01,Good,E,SI1,64.3,59,4106,6.28,6.31,4.05,1
6764,0.94,Premium,G,SI1,61.9,57,4106,6.29,6.24,3.88,1
6765,1.01,Fair,E,SI1,65.6,59,4106,6.22,6.18,4.07,1
6766,1.3,Very Good,J,VS2,63.3,57,4106,6.98,6.96,4.41,1
6768,0.91,Fair,D,VS2,65.7,56,4107,6.1,6.05,3.99,1
6769,0.91,Fair,D,VS2,65.7,58,4107,6.04,5.99,3.95,1
6770,0.91,Ideal,F,SI1,60.2,57,4108,6.29,6.34,3.8,1
6771,0.91,Very Good,F,SI1,62.2,57,4108,6.19,6.25,3.87,1
6772,0.87,Ideal,D,SI1,62.6,56,4108,6.17,6.08,3.84,1
6773,0.9,Good,G,VS1,65.8,59,4108,6,6.04,3.96,1
6774,0.91,Ideal,H,VS1,62.9,55,4109,6.23,6.13,3.89,1
6775,0.93,Very Good,G,SI1,61.5,57,4111,6.23,6.33,3.86,1
6778,1.02,Premium,H,SI2,60.9,58,4113,6.53,6.41,3.94,1
6779,0.91,Good,D,SI1,63.1,61,4113,6.1,6.16,3.87,1
6783,0.82,Ideal,D,SI1,61.9,56,4113,5.99,6.02,3.72,1
6784,1.13,Fair,H,SI2,64.4,58,4113,6.59,6.51,4.22,1
6785,1.02,Premium,H,SI2,61.1,61,4113,6.51,6.48,3.97,1
6786,1.13,Premium,I,SI1,61.7,58,4113,6.66,6.62,4.1,1
6787,1.02,Premium,I,SI1,61.7,58,4113,6.48,6.45,3.99,1
6789,0.96,Premium,E,SI2,62.6,60,4113,6.32,6.26,3.94,1
6790,1.02,Ideal,I,SI2,60.6,56,4113,6.57,6.53,3.97,1
6792,0.7,Ideal,F,VVS2,61.7,55,4114,5.7,5.74,3.53,1
6793,0.7,Ideal,F,VVS2,61.2,56,4114,5.73,5.78,3.52,1
6794,0.9,Good,I,VVS1,63.6,58,4114,6.14,6.1,3.89,1
6796,0.91,Fair,H,VVS1,56.5,67,4115,6.38,6.4,3.61,1
6797,0.9,Very Good,G,VS1,61.5,56,4116,6.15,6.2,3.8,1
6798,1.01,Good,H,SI1,64,58,4116,6.31,6.37,4.06,1
6800,0.73,Very Good,D,VS1,61.1,59,4116,5.79,5.86,3.56,1
6803,1.05,Premium,H,SI2,61.4,58,4116,6.58,6.54,4.03,1
6804,1.05,Premium,G,SI2,61.7,56,4116,6.57,6.53,4.04,1
6805,1.05,Premium,J,VS1,60,60,4116,6.46,6.43,4,1
6806,1.05,Ideal,J,VS1,62.8,57,4116,6.45,6.41,4.04,1
6807,1,Premium,E,SI2,62.6,60,4116,6.35,6.33,3.97,1
6808,0.9,Good,D,SI1,64.4,60,4117,5.95,6,3.85,1
6810,1.02,Ideal,I,SI2,61.8,57,4118,6.44,6.46,3.99,1
6811,1.01,Ideal,E,SI2,63,56,4118,6.34,6.3,3.98,1
6812,1.01,Premium,E,SI2,60.6,58,4118,6.53,6.47,3.94,1
6815,1.01,Fair,E,SI2,64.7,55,4118,6.37,6.3,4.1,1
6816,1.01,Fair,D,SI1,66.3,55,4118,6.22,6.17,4.11,1
6818,1.01,Premium,G,SI1,63,60,4118,6.34,6.3,3.98,1
6819,1.01,Ideal,I,VS1,62.9,56,4118,6.43,6.38,4.03,1
6820,1.01,Premium,G,SI1,60,59,4118,6.51,6.47,3.89,1
6821,1.07,Premium,H,SI2,62.2,59,4119,6.47,6.53,4.04,1
6823,0.9,Very Good,F,SI1,62.7,59,4119,6.12,6.16,3.85,1
6825,1.01,Ideal,H,SI2,62.8,56,4119,6.38,6.45,4.03,1
6826,1.01,Good,F,SI2,58.2,63,4119,6.51,6.55,3.8,1
6828,1.11,Premium,I,SI2,61.5,58,4120,6.61,6.65,4.08,1
6830,1.11,Premium,I,SI2,61.8,58,4120,6.61,6.66,4.1,1
6831,0.9,Good,D,SI1,63.8,58,4120,6.13,6.09,3.9,1
6832,1.09,Premium,I,SI2,61.3,55,4120,6.66,6.62,4.07,1
6833,1.01,Very Good,F,SI2,62.7,56,4121,6.35,6.4,4,1
6834,1.01,Good,I,VS2,62.8,59,4121,6.34,6.4,4,1
6835,1.01,Very Good,F,SI2,62.2,58,4121,6.36,6.4,3.97,1
6836,1.01,Good,F,SI2,63.6,59,4121,6.34,6.37,4.04,1
6837,1.01,Very Good,F,SI2,61,60,4121,6.44,6.48,3.94,1
6838,1.01,Premium,F,SI2,60.6,60,4121,6.46,6.5,3.93,1
6839,0.91,Premium,D,SI2,62.2,59,4123,6.19,6.23,3.86,1
6840,0.91,Very Good,D,SI2,61.5,56,4123,6.22,6.27,3.84,1
6841,0.91,Premium,D,SI2,61.1,60,4123,6.24,6.29,3.83,1
6842,1.13,Fair,J,SI1,64.9,55,4123,6.49,6.56,4.24,1
6843,1.04,Premium,D,SI2,60.9,57,4123,6.54,6.49,3.97,1
6844,0.9,Very Good,F,VS2,62.7,62,4124,6.11,6.17,3.85,1
6845,0.71,Ideal,E,VVS2,62,57,4124,5.7,5.72,3.54,1
6846,0.9,Good,G,VS2,64.9,61,4124,5.91,5.99,3.86,1
6847,1.08,Premium,G,SI2,63,54,4124,6.58,6.54,4.13,1
6848,1.14,Ideal,F,I1,61.3,56,4124,6.76,6.74,4.13,1
6849,1,Good,H,SI2,62.7,58,4125,6.31,6.33,3.96,1
6851,1,Ideal,I,SI1,59.8,57,4125,6.44,6.5,3.87,1
6853,1.04,Very Good,G,SI2,62.7,57,4125,6.4,6.46,4.03,1
6855,0.91,Good,G,VS2,59.9,61,4125,6.2,6.33,3.75,1
6856,0.9,Fair,E,VS2,64.5,61,4125,6.07,6.03,3.9,1
6857,0.8,Very Good,F,VVS2,62.7,58,4126,5.88,5.92,3.7,1
6858,0.9,Very Good,I,VS1,62.6,59,4126,6.11,6.15,3.84,1
6860,1.05,Ideal,J,SI2,62.3,54,4126,6.52,6.55,4.07,1
6862,0.81,Ideal,G,VVS2,61.7,55.1,4127,5.97,6.04,3.71,1
6863,0.74,Ideal,F,VVS1,60.8,60,4127,5.82,5.86,3.55,1
6864,0.89,Ideal,F,SI1,62.1,55,4127,6.15,6.18,3.83,1
6867,0.91,Premium,H,VS2,62.8,58,4128,6.17,6.15,3.87,1
6868,0.91,Premium,H,VS2,61.9,59,4128,6.23,6.18,3.84,1
6869,0.91,Premium,H,VS2,61,59,4128,6.32,6.27,3.84,1
6870,1.07,Ideal,F,SI2,61.2,57,4128,6.62,6.59,4.04,1
6873,0.9,Very Good,H,VS2,63.7,61,4129,6.04,6.07,3.86,1
6876,1.01,Good,J,VS1,60.4,64,4129,6.48,6.44,3.9,1
6877,1.01,Fair,H,SI2,64.9,56,4129,6.33,6.25,4.08,1
6878,1.01,Premium,I,SI1,59.9,59,4129,6.46,6.42,3.86,1
6879,0.9,Very Good,D,SI1,60.1,58,4130,6.27,6.3,3.78,1
6880,0.82,Ideal,G,VVS2,62.1,56,4130,5.97,6.01,3.72,1
6881,1.08,Ideal,I,SI2,62.3,57,4130,6.56,6.61,4.1,1
6883,1.01,Ideal,H,SI2,60.1,60,4131,6.54,6.5,3.92,1
6884,1.09,Ideal,J,VS2,61.3,57,4131,6.63,6.61,4.06,1
6885,1.2,Premium,I,VS2,61.3,60,4131,6.79,6.75,4.15,1
6887,0.91,Ideal,E,SI1,61,58,4132,6.23,6.29,3.82,1
6888,1.22,Premium,J,SI2,62.2,60,4132,6.89,6.77,4.25,1
6891,1.01,Very Good,J,SI1,63.3,55,4133,6.34,6.32,4.01,1
6892,1,Ideal,I,SI1,61.6,59,4133,6.34,6.42,3.93,1
6893,1.1,Good,I,SI1,63.1,61,4133,6.49,6.56,4.12,1
6894,0.9,Ideal,G,VS2,62.7,56,4133,6.25,6.15,3.89,1
6895,0.9,Premium,E,SI2,61.7,57,4133,6.23,6.21,3.84,1
6897,0.9,Very Good,E,VS2,61.1,63,4134,6.17,6.2,3.78,1
6898,1.11,Premium,F,SI2,62.5,59,4134,6.59,6.53,4.1,1
6900,0.73,Ideal,D,VS2,61.6,56,4134,5.76,5.8,3.56,1
6901,0.9,Very Good,G,VS2,63.4,59,4135,6.08,6.13,3.87,1
6903,0.82,Ideal,D,SI1,61.6,57,4135,6.02,6.06,3.72,1
6904,0.82,Ideal,D,SI1,62.2,55,4135,5.97,5.99,3.72,1
6905,0.9,Good,G,VS2,64.4,62,4135,5.97,6.02,3.86,1
6907,1.01,Good,G,SI2,63.7,59,4135,6.38,6.31,4.04,1
6908,0.9,Very Good,H,VS1,61.5,59,4136,6.13,6.19,3.79,1
6909,0.9,Very Good,H,VS1,61.8,56,4136,6.16,6.18,3.81,1
6910,0.96,Very Good,H,VS2,61.2,57,4136,6.34,6.38,3.89,1
6911,0.9,Very Good,H,VS1,62.7,57,4136,6.14,6.18,3.86,1
6912,0.9,Very Good,H,VS1,63,59,4136,6.1,6.13,3.85,1
6913,0.96,Very Good,G,SI1,62,59,4136,6.26,6.32,3.9,1
6914,1.02,Very Good,J,SI1,61.4,58,4137,6.47,6.5,3.98,1
6915,0.9,Premium,G,VS2,62.4,61,4137,6.17,6.13,3.84,1
6916,0.9,Premium,G,VS2,60.8,56,4137,6.19,6.14,3.75,1
6918,0.9,Premium,G,VS2,62.8,58,4137,6.14,6.09,3.84,1
6919,1.01,Premium,F,SI2,62.8,57,4137,6.31,6.24,3.94,1
6920,1,Good,H,SI1,56.8,65,4138,6.61,6.49,3.72,1
6922,0.91,Premium,E,SI1,62.4,57,4138,6.23,6.11,3.85,1
6923,0.91,Premium,E,SI1,61.9,61,4138,6.12,6.1,3.78,1
6925,0.91,Very Good,E,SI1,63.5,57,4138,6.11,6.07,3.87,1
6926,0.91,Premium,E,SI1,62.6,58,4138,6.17,6.14,3.85,1
6927,1.01,Good,G,SI1,64.2,56,4138,6.38,6.26,4.05,1
6928,1.05,Premium,E,SI2,61.5,59,4139,6.52,6.58,4.03,1
6929,1.12,Ideal,D,I1,60.6,55,4139,6.73,6.76,4.09,1
6930,0.97,Very Good,G,SI1,60.2,61,4140,6.4,6.46,3.87,1
6931,1.01,Good,F,SI2,64.9,60,4140,6.2,6.25,4.04,1
6932,1.01,Good,F,SI2,58.2,61,4140,6.47,6.53,3.78,1
6933,1.1,Very Good,E,SI2,63.3,56,4140,6.58,6.53,4.15,1
6934,1.32,Fair,H,I1,65.8,55,4140,6.87,6.83,4.51,1
6935,0.8,Ideal,F,VVS2,61.6,57,4140,5.97,5.94,3.67,1
6936,1.12,Ideal,F,SI2,61.8,55,4140,6.69,6.66,4.13,1
6938,0.93,Premium,D,SI2,60.6,59,4140,6.34,6.3,3.83,1
6939,1.5,Premium,G,I1,60.4,55,4140,7.4,7.32,4.45,1
6940,1,Fair,E,SI1,66.3,62,4140,6.27,6.06,4.09,1
6941,1.5,Good,G,I1,63.7,57,4140,7.28,7.21,4.62,1
6942,1.04,Premium,I,SI2,61.3,59,4141,6.5,6.46,3.97,1
6943,0.82,Very Good,F,VVS2,63.1,59,4141,5.91,5.97,3.75,1
6944,0.91,Very Good,F,SI1,62,59,4141,6.2,6.22,3.85,1
6946,1,Very Good,G,SI2,62.4,60,4142,6.31,6.36,3.95,1
6947,0.96,Very Good,F,SI2,60.9,57,4142,6.38,6.42,3.9,1
6949,0.91,Very Good,H,VVS2,63.6,56,4143,6.11,6.13,3.89,1
6952,1,Ideal,J,VS1,62.3,56,4144,6.43,6.38,3.99,1
6953,0.9,Very Good,E,SI1,62,62,4144,6.11,6.21,3.82,1
6955,1,Premium,H,SI1,61.7,59,4144,6.41,6.36,3.94,1
6958,1.05,Premium,J,VS2,61.1,58,4145,6.56,6.51,3.99,1
6960,1.21,Fair,J,SI1,65,59,4147,6.64,6.57,4.29,1
6961,1.21,Fair,J,SI1,65.3,60,4147,6.6,6.51,4.28,1
6962,0.9,Ideal,E,SI1,61.7,56,4147,6.16,6.23,3.82,1
6963,0.9,Good,E,SI1,60.4,58,4147,6.12,6.24,3.73,1
6964,1,Very Good,I,SI1,63.1,58,4149,6.3,6.35,3.99,1
6965,1.01,Good,H,SI2,64.8,58,4149,6.24,6.29,4.06,1
6966,1.01,Good,E,SI2,63.3,58,4149,6.29,6.35,4,1
6967,1.14,Ideal,H,SI2,62.6,57,4150,6.71,6.65,4.18,1
6968,0.92,Premium,D,SI2,62.5,55,4150,6.21,6.18,3.87,1
6969,0.91,Good,G,VS1,64.1,59,4150,6.1,6.13,3.92,1
6970,1.01,Good,G,SI2,62.4,60,4150,6.32,6.38,3.96,1
6971,1,Fair,H,SI1,56.3,63,4150,6.63,6.61,3.73,1
6972,0.95,Premium,G,SI1,62.6,58,4150,6.26,6.21,3.9,1
6973,0.76,Ideal,D,VVS2,62.3,57,4150,5.87,5.84,3.65,1
6974,1,Premium,H,SI1,61.8,59,4150,6.4,6.35,3.94,1
6975,0.76,Premium,F,IF,60.6,60,4150,5.89,5.85,3.56,1
6976,1.02,Premium,F,SI2,62.7,59,4151,6.38,6.45,4.02,1
6977,0.9,Very Good,E,SI1,63.1,58,4151,6.12,6.02,3.83,1
6980,1.18,Ideal,E,I1,61.6,56,4153,6.79,6.82,4.19,1
6982,1.03,Premium,H,SI2,62.3,59,4153,6.46,6.42,4.01,1
6983,1.03,Premium,J,SI1,61.7,54,4153,6.56,6.5,4.03,1
6984,1.01,Premium,G,SI2,60.1,59,4154,6.45,6.39,3.86,1
6985,1.09,Good,F,SI1,61,64,4154,6.58,6.63,4.03,1
6986,1.01,Very Good,G,SI2,63.5,58,4154,6.39,6.34,4.04,1
6987,0.92,Premium,H,VS1,61,62,4155,6.32,6.26,3.84,1
6988,0.9,Very Good,H,VS2,62,57,4155,6.1,6.16,3.8,1
6989,0.9,Premium,H,VS2,61.8,58,4155,6.12,6.17,3.8,1
6991,0.9,Very Good,H,VS2,61.8,56,4155,6.18,6.25,3.84,1
6992,0.9,Very Good,H,VS2,62.7,59,4155,6.1,6.15,3.84,1
6993,1.02,Very Good,I,SI2,63.2,60,4155,6.37,6.41,4.04,1
6994,1,Good,F,SI2,57.3,61,4155,6.64,6.59,3.79,1
6995,1.06,Premium,F,SI1,61.9,59,4155,6.57,6.52,4.05,1
6996,1,Premium,I,VS2,62.6,59,4155,6.33,6.28,3.95,1
6997,1,Good,F,SI2,63.8,58,4155,6.33,6.28,4.02,1
6998,1,Ideal,F,SI2,62.7,57,4155,6.34,6.29,3.96,1
6999,1,Premium,F,SI2,62.9,59,4155,6.39,6.3,3.99,1
7000,1,Premium,F,SI2,62.6,58,4155,6.37,6.31,3.97,1
7001,1,Premium,F,SI2,62.8,57,4155,6.44,6.37,4.02,1
7002,1,Good,I,VS2,59.7,64,4155,6.51,6.45,3.87,1
7003,1,Good,D,SI1,57.6,62,4155,6.62,6.5,3.78,1
7004,1.06,Premium,D,SI2,60.9,60,4155,6.55,6.52,3.98,1
7005,1,Premium,F,SI2,62.4,61,4155,6.34,6.32,3.95,1
7006,1,Premium,F,SI2,59.4,62,4155,6.4,6.37,3.79,1
7007,1.06,Premium,I,SI1,62.9,60,4155,6.47,6.43,4.06,1
7008,0.9,Good,H,VS2,61.5,61,4156,6.15,6.24,3.81,1
7009,0.9,Very Good,H,VS2,62.2,58,4157,6.11,6.18,3.82,1
7010,0.74,Ideal,F,VVS2,61.7,57,4157,5.79,5.84,3.59,1
7012,1.1,Ideal,J,SI2,60.9,56,4157,6.68,6.72,4.08,1
7013,1.16,Premium,H,SI2,58.8,61,4157,6.93,6.84,4.05,1
7014,0.9,Premium,F,SI1,61.2,59,4158,6.19,6.16,3.78,1
7015,0.9,Very Good,F,SI1,63.2,56,4158,6.16,6.09,3.87,1
7016,0.92,Good,D,SI1,63.6,57,4158,6.09,6.14,3.89,1
7017,0.92,Good,D,SI1,63.1,58,4158,6.11,6.16,3.87,1
7019,1.05,Very Good,H,SI2,63,59,4158,6.44,6.48,4.07,1
7020,1.1,Ideal,I,SI2,62.8,57,4158,6.63,6.56,4.14,1
7021,1.12,Premium,G,SI2,61.2,58,4158,6.69,6.67,4.09,1
7022,1.04,Premium,G,SI2,60.3,62,4158,6.56,6.5,3.94,1
7024,1.12,Good,G,SI2,56.7,62,4158,6.91,6.86,3.9,1
7025,0.9,Premium,E,SI1,62.9,58,4158,6.16,6.11,3.86,1
7026,0.9,Premium,F,SI1,63,60,4158,6.13,6.09,3.85,1
7027,0.9,Premium,F,SI1,59.9,59,4158,6.29,6.26,3.76,1
7028,1.12,Ideal,G,SI2,62.8,54,4158,6.7,6.64,4.19,1
7029,0.83,Ideal,D,SI1,61.9,56,4159,6.01,6.04,3.73,1
7031,0.94,Premium,G,SI1,61.3,61,4159,6.33,6.27,3.86,1
7032,1.03,Premium,G,SI2,59.3,58,4160,6.58,6.63,3.92,1
7033,0.91,Ideal,E,SI2,61.8,56,4160,6.19,6.27,3.85,1
7034,1.32,Premium,J,SI2,61.2,59,4160,7.08,7.04,4.32,1
7035,0.9,Very Good,I,VVS1,63.5,58,4161,6.06,6.09,3.86,1
7036,0.9,Ideal,G,SI1,62.1,56,4161,6.16,6.2,3.84,1
7037,0.9,Ideal,G,SI1,61.9,55,4161,6.18,6.23,3.84,1
7038,0.59,Ideal,D,IF,60.7,58,4161,5.45,5.49,3.32,1
7039,1.02,Very Good,F,SI2,63,58,4162,6.38,6.44,4.04,1
7040,1.02,Very Good,F,SI2,60.4,60,4162,6.49,6.53,3.93,1
7041,1.02,Ideal,F,SI2,62.1,56,4162,6.41,6.44,3.99,1
7042,1.02,Very Good,F,SI2,59.9,62,4162,6.5,6.53,3.9,1
7043,1.06,Very Good,G,SI2,61.1,62,4162,6.55,6.61,4.02,1
7045,1.02,Very Good,F,SI2,60.2,61,4162,6.48,6.52,3.91,1
7046,1.02,Good,F,SI2,63.8,53,4162,6.37,6.46,4.09,1
7049,0.93,Very Good,G,SI2,62.9,56,4163,6.2,6.23,3.91,1
7050,1,Fair,G,SI1,63.1,59,4163,6.32,6.27,3.97,1
7051,0.33,Ideal,E,SI1,62.5,55,579,4.42,4.45,2.77,1
7052,0.33,Ideal,I,VVS2,62.4,56,579,4.41,4.43,2.76,1
7053,0.33,Premium,G,VS2,61.4,60,579,4.41,4.45,2.72,1
7054,0.33,Ideal,H,VS1,62,55,579,4.44,4.46,2.76,1
7056,0.33,Very Good,E,SI1,62.7,56,579,4.39,4.45,2.77,1
7057,0.33,Premium,G,VS2,61.9,59,579,4.4,4.46,2.74,1
7058,0.33,Ideal,E,SI1,62.4,56,579,4.41,4.43,2.76,1
7059,0.33,Very Good,E,SI1,60.7,57,579,4.43,4.47,2.7,1
7060,0.33,Premium,I,VVS2,61,58,579,4.42,4.46,2.71,1
7061,0.33,Very Good,G,VS2,60.9,56,579,4.46,4.5,2.73,1
7062,0.33,Premium,I,VVS2,61,59,579,4.41,4.44,2.7,1
7063,0.33,Very Good,G,VS2,62,58,579,4.42,4.45,2.75,1
7064,0.33,Ideal,I,VVS2,62.7,54,579,4.42,4.45,2.78,1
7065,0.33,Very Good,G,VS2,59.3,61,579,4.49,4.51,2.67,1
7066,0.33,Good,I,VVS2,63.7,56,579,4.36,4.4,2.79,1
7067,0.33,Ideal,H,VS1,61.8,56,579,4.41,4.46,2.74,1
